Array List
First;Middle;Last;Remove
788358;606462;108;630815
775897;531873;106;921691
950420;630535;100;669879
959186;906877;117;803593
920263;1038239;142;736762
767601;649918;102;535931
773031;598007;87;549725
872478;618085;106;538276
923863;537715;91;533725
894659;871341;113;718888
909752;657833;97;846240
854837;688322;105;681843
877279;613756;341;717087
829547;519876;121;552528
782690;543504;89;600514
777948;619862;157;877265
867341;720528;127;1323100
1004824;591847;110;671476
814054;544869;105;566328
802384;544836;125;538893
866750;731804;89;711829
3545222;529815;149;500079
787773;552005;101;634026
905272;593634;102;654110
1067922;590993;131;705429
953766;689632;112;733673
955613;775833;48;850999
868331;597461;99;567659
801332;563538;90;645094
851369;542863;88;551149
839330;592973;107;604736
859503;596138;201;684070
845547;546409;98;625708
773974;557478;88;852150
838205;553704;141;547221
848473;614249;134;583732
776569;580243;75;886254
1042162;572504;137;613906
839281;585785;126;755048
872951;597239;98;935306
775060;583842;97;546795
791752;751971;88;715094
795936;589983;70;797183
778502;575991;108;823429
982518;616182;89;706851
945292;891946;123;858875
788563;559731;90;543346
1130579;559474;108;567120
766193;533049;114;692912
867663;576653;121;593667
826658;562348;75;687674
923174;586757;90;651751
964578;656186;94;1142115
1251252;640488;151;909711
769013;563916;132;578888
760030;622875;186;587283
925485;567013;108;532458
874748;531584;86;757079
948929;653844;143;708326
817362;642904;118;572427
792720;780495;83;837215
1032661;594599;110;548617
762948;628282;69;527332
756962;562642;92;524891
813994;669474;92;806674
923427;593887;78;839828
931360;638832;120;885682
867108;615784;96;731613
876854;598144;356;873615
775620;573190;104;788272
739773;541281;178;526381
744569;573113;96;539796
769114;720405;251;1132018
1323924;779159;122;631343
1450168;1009980;127;858555
869295;592563;178;554568
756273;563059;96;745929
818162;576367;99;595098
812803;598952;85;3323486
934870;1691847;128;620224
910734;597571;89;809298
1069711;770705;92;704749
810294;608050;73;848406
780298;602174;88;547764
797342;634278;115;822398
862539;645344;142;1095332
855797;609581;136;788819
887240;672216;113;609291
797274;588996;94;602104
781701;564051;115;582513
864913;607461;171;572370
824770;575204;249;876386
801602;527220;73;820290
964335;624739;102;666948
1245687;1086130;1049;1602418
816190;550427;101;566438
767412;574741;43;592883
791756;545353;75;656148
879562;569404;89;717900
900893;621356;78;564406
1154728;1003535;469;527734
904040;612648;115;573127
778818;565351;86;890613
826748;572792;126;538819
822361;606439;78;568117
1205431;746086;242;712306
768212;675867;111;788877
968478;654450;109;940239
947103;670970;88;789796
1380791;780879;361;906847
817872;549571;86;877885
828080;565578;142;565302
794790;591203;84;757598
879267;937813;82;931273
877133;879904;205;919634
932177;629056;93;880418
873195;555376;726;613800
1240698;574054;136;629456
826166;560788;87;797142
801276;568078;77;526631
778677;575490;78;591478
929900;617400;1313;1247277
924110;670812;90;887945
821124;565131;95;583312
794016;598458;385;893623
790244;560272;111;795317
951827;636587;75;525934
756817;536273;153;515755
998390;715025;130;549129
922020;626259;140;614127
801265;540602;132;565103
815351;585496;1030;694531
831364;539506;73;799515
777740;530134;97;647171
869513;577353;121;887368
839717;637034;90;681385
961553;608277;64;569174
829794;583357;117;549741
944894;587043;80;570607
826071;603888;118;698027
842141;574956;69;561913
908596;609801;91;564335
900366;599268;85;575630
830990;675955;120;587889
937954;936080;150;596423
808574;551698;100;631937
959313;568377;78;561815
852573;574596;74;747614
1028717;612227;106;610816
1158600;637090;103;794256
920126;653089;95;949182
899933;559275;94;822558
798374;577544;142;557502
786176;549509;92;571766
760178;580962;147;533661
811097;658922;113;724799
1594752;644354;135;858644
850416;677006;123;928558
837601;553752;88;833486
872856;622656;118;709968
763192;535155;74;560429
856515;540153;98;564311
748694;562213;119;588139
853256;807147;127;727645
801964;556802;98;891428
1151873;623270;81;631648
925720;628202;88;905111
800951;622188;87;657792
756223;587529;178;754968
792159;584638;109;538398
844865;595719;99;566543
947197;641496;107;588233
878965;793340;235;990793
822162;541516;58;848432
823964;540502;93;713783
833389;610806;101;537544
808998;602369;131;563674
783161;575538;113;581070
926251;716063;101;642190
795642;625034;98;812741
817474;615529;91;679683
809863;621903;94;716821
788488;538284;88;569433
954789;640327;77;704548
4487686;873417;181;572257
863400;579409;104;638461
844516;568775;105;639685
790282;544778;115;661546
850828;644486;77;554803
774917;582985;88;770430
831971;533527;104;568989
858860;637503;137;1300672
944226;622736;130;569579
811351;557942;159;905524
916468;801049;101;944619
794311;546654;90;549046
775516;652606;87;805193
870620;574245;79;596715
1123091;886344;113;745628
937553;659320;107;880612
855991;616102;130;557209
853798;592235;163;540446
741857;547836;98;624577
846096;569954;82;536295
848319;557279;75;556253
843806;602695;98;941791
834824;665383;99;862624
955000;585180;107;885416
898644;584485;90;841385
783913;546746;127;560177
815094;564846;125;555590
819710;644456;81;699749
912040;713859;177;688009
929469;568735;109;742010
821543;609546;120;565333
844945;626301;745;900495
840008;634662;195;817716
868596;598990;129;530829
847563;837966;119;581990
1031889;682876;181;586694
1168491;853899;92;780931
1055590;926156;127;654630
743265;613101;128;575597
790199;582497;127;935660
871710;669753;78;621016
783103;658490;91;550795
904723;692932;44;728684
808144;628477;79;588730
890132;575349;341;569680
759986;645139;87;874351
809115;586913;81;725271
1079917;581052;99;790423
906989;579365;169;925408
913486;601516;46;589875
837331;583206;95;661380
922229;563814;119;793324
783178;543946;72;653940
775461;752880;133;569486
782606;722263;52;824411
865445;618549;100;550885
995292;655313;145;871372
798861;554709;79;565928
802306;609433;262;586898
843761;544217;89;560412
814078;716824;90;781610
861566;623623;122;708132
993447;598063;105;600423
930817;588926;132;949566
901722;591020;104;924364
818272;584181;117;576982
769332;556731;89;563608
779389;569869;40;670653
792203;538026;93;628597
1041721;565256;80;764375
1178968;597020;80;595468
899219;856726;111;789202
891699;619042;40;561603
852313;580036;37;799218
789755;575769;104;540224
763852;555724;92;671812
797219;599503;123;647872
938008;611652;126;861521
929067;618743;89;560002
830220;689746;161;878636
797922;583161;101;850075
861207;629365;98;590975
716547;563688;94;533239
986229;1521708;845;1178891
1032904;595075;118;647410
934538;854472;119;747125
829899;632179;40;842841
798815;577157;77;687340
841026;813301;58;621203
913119;638494;87;667136
1007797;861735;101;585666
776052;578045;111;550412
1115502;1045101;103;740133
1187615;887433;138;551236
780532;603445;145;557027
760291;624039;68;660179
1125271;801475;93;648405
1018814;604987;129;612207
847941;615968;67;674345
830623;889845;97;556380
807135;566713;94;626961
844897;579574;94;545236
804840;579618;100;546325
854385;629508;86;801959
1197253;789545;99;606269
1059973;635835;121;893820
769911;717518;143;551134
803028;632749;136;706902
828612;563834;74;572782
741436;575127;159;748988
845169;548707;88;672648
1125796;680312;153;583481
850798;627205;104;586144
808596;575702;103;846232
770371;571486;88;568123
749303;699135;250;772624
758384;580482;62;621588
1190643;1065803;38;533834
929801;722606;92;932763
1074055;654203;99;861317
926883;632205;102;1072200
864053;619720;98;845509
799755;540111;87;645382
994002;610440;121;539756
787602;601077;81;605476
812466;559414;113;674687
1134335;668668;120;715030
1051414;872345;144;844298
879663;647682;109;831796
809071;556339;95;811947
874544;616274;120;611167
891697;876170;133;579361
811838;583158;106;671252
814286;575440;134;585679
821097;560789;41;734024
774082;729884;117;843576
754539;564898;98;715259
982369;608246;68;541496
780291;581554;114;830876
873993;754345;124;703474
877007;610834;123;622250
829977;600920;125;592999
1038542;662545;117;759130
850054;561163;96;649012
786271;576755;100;716186
887150;584139;123;813189
965074;673517;89;898572
878324;622756;43;642249
797950;546961;93;560025
778303;636563;39;545387
802296;647609;39;593853
818217;742577;79;678904
766154;576403;40;538489
965259;644315;55;579378
1028330;943419;78;1039531
834579;717511;115;854722
817014;597596;143;545989
799060;561975;132;691570
880856;539248;118;979434
758321;628400;81;583849
1265865;689421;175;683533
879618;635909;109;697179
953875;760734;400;783108
884619;3099149;189;528258
749548;596906;40;628856
791685;635607;37;572850
854561;580435;91;521085
868392;697238;93;947996
863674;587887;42;604084
1049089;990912;170;750142
859435;595821;80;572537
790131;600198;36;546615
762854;565500;124;622665
822950;568089;84;583007
850962;621836;146;602011
866071;615106;97;714881
835177;598591;71;572818
1026927;634905;98;951809
781287;587704;82;756467
796996;606221;92;580036
829099;566229;85;636935
760460;653416;92;569319
837634;584936;106;606987
887910;577582;39;676616
820979;588058;95;787388
791197;551510;117;793311
875750;535897;111;721792
775660;585528;42;835409
904621;695768;323;817264
918799;696890;105;831522
986335;873617;7423;720053
822466;561428;113;748461
841270;597025;85;611165
791142;593088;102;536941
740191;601819;103;810759
1029308;990655;196;842384
875023;735437;127;605383
1348633;662170;182;539429
839991;571964;94;553784
774268;588979;74;544409
819579;747473;79;836394
931772;584953;120;643993
1270979;726413;119;815331
886232;713028;91;930988
846689;585653;133;807950
840648;631503;72;566817
783960;573120;74;555438
771156;579201;135;599249
776677;677444;82;769367
2070007;707553;113;632061
911531;619724;82;937211
956022;630607;104;1028263
773987;535054;41;607405
885354;572756;104;582266
832384;668772;137;623664
755302;642060;132;609074
886837;654308;99;723898
864604;733083;76;1276810
1067849;837743;291;620275
822754;671274;52;930161
856355;605584;43;569556
809002;547049;110;565245
862188;539819;72;780589
843737;583657;115;836110
1050126;614825;83;709226
963124;705311;85;574689
839102;575618;89;816667
842250;623675;167;901395
800360;550512;77;594816
788264;557734;41;579047
916860;747296;141;607665
873950;644134;120;633379
822834;591379;154;743830
892251;586572;85;558578
894096;591454;121;556363
966931;696715;40;565349
763905;605853;134;691410
802454;595385;134;846717
850075;1026415;141;612396
1100321;584472;120;635860
808494;594988;73;841966
895257;590467;174;580968
814732;717510;82;797875
781602;588697;104;823080
837247;597995;89;536162
848200;693199;83;579151
771674;557544;99;550743
804931;626093;90;577556
1073201;593688;80;718887
864334;614441;114;808536
1266488;608171;85;663061
1071190;700393;50;577595
917994;671756;109;753333
1109914;923539;107;615983
788232;571213;125;571477
902862;903863;137;1089909
773091;759799;189;636419
763811;604301;79;536799
838720;696556;99;735528
1211691;604971;169;755175
909673;656172;88;800615
788558;558125;151;552210
783151;562245;117;560614
1030730;575130;91;622853
929819;602465;41;648450
1074949;902152;346;634213
1372759;565737;152;875686
1170578;762689;48;637716
796005;606209;41;828198
800904;565850;151;528755
803886;564337;103;550323
784476;578571;1203;614540
822021;595639;101;565594
921101;608755;99;773160
812668;628417;88;887136
850366;563188;84;546761
784315;569634;101;903207
782030;565775;132;572516
757091;592589;102;618260
864977;878044;129;609859
848177;695776;81;642545
1005059;611693;43;863605
1036837;623732;98;922245
861956;602529;89;879693
824185;734595;37;865391
787465;560568;77;710733
1762475;594477;118;559450
870963;632115;131;624391
851327;582551;94;636976
837243;658581;116;704201
869252;615405;80;754739
830682;597727;135;950938
806096;615247;106;827434
1040881;771662;150;614893
1019240;657425;91;635748
937719;565989;42;544591
882990;623220;89;568893
851176;626293;79;725585
772238;580061;78;919990
1129488;1571371;127;778448
1966259;736300;43;566732
1073730;958693;893;1753625
793464;549669;108;556098
746792;590921;103;535870
798313;576397;97;558608
775213;649162;79;633108
866581;570982;100;625193
801959;562390;109;742716
846151;636213;73;843733
1197665;970899;89;865150
767744;578319;38;568201
757303;583638;106;542617
1143948;916840;51;571751
905223;686596;48;623693
847131;792609;213;926185
823212;578437;84;568895
834906;623762;96;632260
850083;591070;40;846796
764469;527072;135;579119
786759;568713;133;600382
879318;619781;65;668559
817518;575958;101;583257
956789;563817;133;838185
843830;583942;109;553060
771777;587037;107;829292
868721;618662;151;653831
1027111;575195;42;5982704
925564;648011;108;638694
807929;607501;92;817276
778446;624270;110;549635
831821;583235;689;817245
805614;619797;81;537921
756095;591943;77;812972
955496;634059;122;864623
918434;784802;103;878561
1014302;583492;104;669681
991288;572646;110;560772
771253;585384;102;614690
850040;626539;79;568276
852428;702605;87;777777
1010185;556398;83;852828
937616;635284;121;663027
1048794;855608;138;722629
781154;573138;80;580338
1030640;1001225;75;626076
771171;561124;110;542273
945558;753266;86;771322
1162564;731303;141;685080
961284;668116;82;645424
979968;625662;91;550538
769867;617949;103;816299
758500;584235;72;540652
800274;556141;82;618176
780473;599753;108;546661
826674;902437;174;929427
1395875;900924;178;900074
861979;751268;81;858158
865330;565785;73;849432
797600;615085;80;829246
766672;555136;113;714436
998648;583121;83;636650
1874463;751858;324;600575
884025;618884;108;692289
932648;947914;129;1050449
949804;820990;125;701997
816780;578070;73;652304
849966;593299;78;851257
747748;577387;113;590176
818666;595994;97;624028
861570;629137;93;813155
798039;552176;98;755040
780916;769867;118;544796
773908;687210;653;1263336
745819;693833;93;888378
840670;764385;113;540811
838304;608454;144;584876
847558;689977;109;588412
839805;635290;135;591713
801460;562158;81;583925
789303;570340;112;701162
993886;543123;97;831828
743061;636515;95;638266
992489;594529;92;823533
867000;638509;105;656155
873827;831237;141;700412
768144;605799;85;551812
795910;746217;84;578317
863149;614066;88;856564
896359;906582;158;774164
792921;729189;132;623689
1007207;721026;137;720791
1185472;711779;146;602571
834383;588783;98;624421
802264;627978;90;611497
785309;568990;98;640501
771378;599662;110;743863
1014872;885947;122;975319
929856;625347;134;772009
884771;675955;110;903742
875486;652001;109;804018
870809;560891;149;570031
776562;544405;77;577309
826478;551142;77;582075
844803;606197;122;760304
930678;647234;109;878547
775061;617914;81;867707
853411;799635;95;840897
889712;621164;543;747470
824341;589945;96;555819
765531;590197;76;562864
829031;637842;74;647522
1200436;612291;91;669094
882992;659416;83;894789
870608;624549;86;718570
957014;611663;77;822112
801901;627362;89;683529
767832;567884;74;604297
754263;599254;117;617788
889024;603908;90;573304
877478;678209;83;685167
864095;617930;86;758710
828336;544965;120;834181
833716;555551;92;691301
815224;587564;154;525411
2137396;655589;238;676138
1945572;642176;177;594199
821730;644230;83;578329
822925;611476;103;842704
873684;584097;128;643973
818346;628559;84;661078
820852;553621;75;556761
773173;637783;108;781747
3516743;577405;862;598184
797878;571830;78;562856
947147;590287;93;610198
761259;563062;83;683011
850256;598787;100;762542
859586;574507;122;943441
958386;1017582;91;757100
923118;637983;127;794845
873783;771395;120;837783
786109;598105;100;598793
771738;607244;68;547703
870389;762135;90;601908
770330;577504;77;894373
841752;679713;127;585528
933434;669635;112;750272
817409;713154;143;1325768
864681;576505;69;589357
883020;597174;108;557255
791804;563563;89;664714
755136;671592;113;831043
964985;650578;94;646649
1031480;689351;119;936127
1135746;687515;110;1222178
836299;610239;88;662761
928814;615898;126;879388
761865;656428;87;609921
783647;568597;112;577721
841738;682590;288;894159
859681;626842;100;664793
927686;811034;133;780648
834189;584945;97;604243
922812;597884;88;842598
838521;549648;99;855557
756788;691522;90;804942
817780;578255;82;583190
805347;619337;126;605945
811849;591407;98;792131
938314;664638;123;665608
767511;617464;90;554040
769088;614060;95;819160
858967;599946;103;560556
1053837;785750;338;682897
773970;598486;77;558162
899069;626639;100;957993
842451;598276;99;1072065
866919;585259;71;849665
830607;599789;105;817338
855335;598873;163;855807
821695;714655;631;1100599
931987;627403;185;1052841
790541;686032;125;919224
780110;610964;81;599241
771102;566720;118;550456
825597;550438;93;958521
861968;670457;86;548638
1001566;2088757;119;831036
1197255;630799;109;600378
873766;628973;101;4145050
1125608;597945;116;641021
900378;766966;92;777952
807234;583957;80;574467
798961;571782;90;826205
956509;1023282;138;769420
968922;761830;131;856187
807577;708681;287;1187173
1103410;622837;128;693812
789385;564039;100;624283
794719;568545;98;570124
809764;583151;98;641781
887172;606069;102;647641
894501;996525;129;847385
854192;658776;110;932492
827609;583264;69;596327
950026;822163;124;746754
788614;586266;94;552040
816890;597010;107;645841
1064390;979810;97;777403
1109641;631893;108;745027
954414;719065;460;1015736
1456204;622243;84;549621
965937;588687;70;577434
818943;556094;115;823008
805039;594981;80;542733
896189;1232055;188;579085
854033;657642;119;655463
1296156;857192;111;716032
850109;644904;84;864477
1041928;600340;76;843378
903596;556303;79;866618
850669;572323;82;832911
752228;644111;106;554355
862012;588142;108;674647
855736;646614;138;863857
789582;593246;121;643365
828770;616245;86;824253
857396;589234;97;550495
836873;584190;88;687425
805218;655852;97;967986
827405;637205;97;582789
846596;620523;95;615574
836625;619878;88;774708
894055;577290;62;782692
782801;551479;97;552157
774780;698494;104;880521
1141236;757960;143;1764856
1067836;791038;119;647023
875840;616989;170;695085
823093;591911;100;564237
794941;643696;92;626547
797445;555706;124;569390
837081;575258;75;733507
874209;607463;112;844352
811805;692819;109;999524
985272;613788;136;1059554
811268;598990;137;660142
816584;669557;82;612344
782098;577865;96;577589
801364;627570;87;708835
1189700;737834;169;1014661
963664;654147;114;634248
794221;870070;199;703731
928109;859996;117;584240
772294;680771;97;619902
764423;571296;112;636195
813441;566483;97;613435
926067;647624;90;717488
818453;652405;90;921236
870321;677131;134;664435
952778;1128118;113;781739
842395;625254;66;850917
800727;574837;96;743311
718880;577074;142;531632
1874974;611904;210;589321
825724;679437;116;1043656
942340;648816;94;819237
851332;720362;162;1096588
763280;583863;74;865227
813671;620163;89;854467
830811;680775;115;756395
807138;1071955;99;655993
803210;603680;99;603959
806043;623420;81;567226
868866;612485;85;656217
774872;559263;126;833837
871693;585826;74;712847
1038998;837577;235;1204308
1182288;678774;104;722526
883916;759833;266;1646233
803475;608276;42;603416
839879;581928;93;601588
885841;595237;89;548295
895897;588525;113;799163
831618;559460;94;843934
908957;612949;197;738769
950962;1004272;79;760310
814661;611515;411;661855
869657;586442;99;603289
779186;597295;161;685201
953301;606216;68;807023
865216;557604;124;982705
1099240;631364;89;720013
1512613;731837;131;706690
856326;668399;112;868973
3516820;569335;151;547318
812939;626150;92;547790
786689;557633;134;600420
755713;579363;93;676582
1025111;1882538;115;687569
895807;771702;164;1325627
1316480;689216;97;671935
865119;568662;118;949519
1045950;619027;81;638552
984467;680348;116;652487
920508;660318;195;637124
875271;597922;125;629413
797058;585564;100;861486
895971;557040;91;605314
830568;624676;98;553750
756573;621224;78;903496
966461;1429231;332;1139451
898139;658853;80;1208059
817783;822799;103;878292
758743;622241;93;677771
769297;590423;134;548407
784475;661527;80;959191
754530;633973;112;849930
786207;633657;81;645397
969864;769853;134;1252693
1018193;783565;122;659585
863370;580529;116;566972
773018;586762;130;581485
887250;589861;101;807380
1021651;885972;122;1818064
1152953;1629195;558;731858
914315;1217389;337;1834830
993188;716622;98;566963
852462;613058;145;569237
748302;675727;132;538743
774476;557458;90;576524
832388;580230;78;584498
850425;725185;95;1085547
973303;647379;90;640671
904282;639374;96;874815
811639;615538;114;847538
783711;613106;286;604942
783772;592617;75;609735
738898;621603;91;608951
1895762;905342;135;709885
860030;580189;96;815325
1285899;680011;74;692086
792663;649587;90;861580
891449;549824;56;825095
764670;530455;38;574263
804822;596117;105;546873
811222;637963;392;936457
895158;609023;76;721376
866940;905318;45;741507
799961;616488;42;949422
800361;826998;79;607947
824250;639141;40;847374
721164;576453;38;538654
774289;610020;94;547616
875198;631481;96;696146
789841;624559;98;775451
869610;590894;121;732993
857573;568122;114;768115
889379;583982;73;832951
1104239;744763;106;901199
800243;593902;91;720542
856211;922860;62;586758
923312;780396;70;876879
823982;597550;70;585308
771325;620673;107;789667
824203;568358;100;597579
836375;582388;74;604628
1135711;636751;47;609468
906933;846707;59;747324
809223;638039;184;809963
803363;623841;90;615571
806100;561952;86;588068
785838;623408;119;977917
837293;639201;97;552676
1011314;729929;250;1557255
924490;717602;130;1106349
1115681;712455;100;629486
804274;666796;81;579864
813106;568093;94;586267
796266;593883;98;580270
908830;613772;91;770798
878878;661471;90;908322
911845;601441;98;1083758
948185;971925;43;674862
862548;585609;103;735707
804393;622250;172;561149
840001;568910;97;571388
763824;626540;87;734817
813037;612909;106;596471
1253307;612715;152;707826
883862;769251;84;679233
754781;614347;119;604225
805163;594647;86;617894
770388;582085;41;600829
773333;623155;96;583209
802542;698052;215;891243
933554;657278;101;567542
907275;659511;123;648801
763103;600080;104;867470
963364;609901;117;587683
750406;622652;63;839965
730167;533656;147;575504
789194;584386;89;579574
886717;676946;85;728832
766462;680035;754;710532
959041;838676;98;755093
808727;607928;95;655606
778893;593859;92;638365
843102;604485;75;961269
768728;610219;101;570751
841776;621299;119;620527
818668;611107;77;586286
795015;592251;73;604074
823217;689410;101;1183918
781384;564947;82;821452
854379;588595;119;890042
1171405;667682;111;956993
1058752;633734;105;703107
805805;609404;90;629700
782327;589851;84;602054
749787;555771;91;610790
805469;595710;119;681405
816128;640727;80;782500
962033;700860;75;981963
852702;648478;109;1021164
1214561;693824;93;966227
814257;572618;83;593376
799166;603645;108;553589
744897;645905;103;553125
856585;587221;117;710952
817959;722946;87;955071
835322;838970;157;1038196
1106674;680881;79;596729
791908;621298;405;890233
766629;596088;97;563486
857081;766079;345;574600
831861;558813;104;573520
874728;659675;42;862627
881370;603932;123;1336585
878826;907989;117;828615
962250;903201;507;1150695
985278;597642;77;927034
743730;570208;143;557080
914668;709531;137;560335
832183;667438;42;648992
870509;1081940;124;862803
1045191;1025112;773;893138
789960;601302;66;584333
848940;610091;93;591830
879093;606566;67;850764
829890;612555;292;674102
1035930;1664953;152;591879
804005;1039451;128;740893
1196612;854907;211;1227669
802846;702277;95;658917
980706;574727;82;557241
786179;655845;81;594271
891055;689723;89;604856
828451;3174362;207;584627
863762;649349;46;940979
806216;633107;39;571699
842908;585157;107;600740
830073;603840;38;873691
791529;642096;43;574149
980979;628514;41;556725
907133;671321;42;703100
838232;738643;42;704717
819377;591854;129;612917
853554;608099;116;562001
989627;588873;91;556868
800091;570990;77;810631
801143;606291;114;583477
766504;632115;94;871224
854472;845586;125;802574
864857;874753;166;663282
802932;604633;88;618770
755093;690581;73;581726
767744;631297;38;565504
1003623;621537;88;701529
920710;641327;127;897239
1039403;664219;119;981157
944419;916435;133;976263
921135;674035;102;1124635
892737;564713;104;586825
761754;603281;142;635956
911625;587215;76;557201
955884;1040246;490;843271
1219412;627778;92;671383
1156536;738648;104;952074
794466;614610;176;867927
827776;634585;77;648549
902260;596259;71;604774
1200386;711411;40;605162
852344;637090;122;813578
784032;759232;142;748309
972966;759554;45;976796
806580;575764;96;797093
932326;589095;98;765535
794456;651543;96;860566
787469;563697;201;554773
825187;614101;42;784715
887318;1187189;150;578871
1071660;663317;84;889396
795080;565120;96;885142
1083684;611901;121;811139
797513;611295;111;873412
801526;614496;92;876068
798960;611818;57;699286
911636;645713;124;662842
1114764;788204;121;789192
813774;613582;172;672843
798201;607159;100;591529
784466;731091;82;931795
890821;580747;110;580823
916260;674927;42;1174690
810939;595382;41;575564
935578;672104;136;642712
826060;579667;70;609121
760344;577254;88;701875
874137;612195;84;767491
905409;561528;81;594893
877524;580312;83;860522
1218790;658219;178;883088
862390;769523;100;716298
872130;829273;113;711356
815013;587277;68;643486
787371;591204;99;577939
816826;729345;40;740925
873062;597522;72;892962
929594;622859;74;562787
1052623;737458;92;665184
765682;634741;39;723787
780443;560065;132;606002
785251;597140;117;671431
891548;562958;104;602134
819598;646082;137;923712
903146;662562;102;686635
921349;860591;126;1087750
900592;667433;141;835802
901136;581992;87;575206
774093;702598;120;570205
740497;592610;97;571420
1738308;1129813;97;591303
815065;941893;137;1321438
874314;703878;45;1059534
818508;598175;115;746188
830695;622649;38;592501
857469;583048;77;826939
832545;843759;110;1145391
807453;710705;91;663835
793815;636668;114;881490
753948;618915;84;637169
788883;602540;95;587659
871304;651095;113;645771
842666;612739;66;649185
825300;647160;88;675022
860027;641999;44;919369
808807;632654;114;584369
868497;580412;101;650628
1039749;967420;114;1636951
874412;654304;373;593323
782590;566759;83;909984
792144;601613;81;619017
835439;1047780;96;929708
806348;621372;195;621567
794436;639351;101;868409
835016;640512;81;566529
935584;586818;241;584990
1175755;665295;140;734977
823811;634048;113;579931
1595097;598044;123;596402
1027057;685555;122;994054
777096;618301;114;572561
830268;610597;97;623305
781265;594397;93;581576
806536;641231;38;600763
1219183;760084;158;1578099
896507;618330;123;1106122
1206386;697827;93;961013
1201533;1042888;110;871913
801124;562192;84;674893
761430;570480;65;592481
792341;835449;80;871637
842455;658217;87;1059525
1000778;620563;1101;685062
839999;700300;143;807922
880091;661111;82;864792
795204;670479;122;1147170
916154;619360;84;727303
764317;580636;99;632152
774299;1025389;115;1200015
911259;1069753;149;599438
1172749;1009645;134;773044
1015460;630533;102;858047
818395;594617;84;839035
847060;616410;38;583712
786258;632266;43;1014160
1034123;638461;124;633899
757932;617216;118;580349
861342;583437;88;581820
870703;646642;211;989510
911570;635246;86;629927
805123;572019;65;837927
855348;611264;100;869929
1836947;623200;67;881173
841093;697050;164;615510
782671;618844;97;697104
769376;664570;41;578452
795184;664830;46;618641
834731;757511;42;690902
798693;602316;69;557699
900377;763925;39;697542
1013240;634608;39;899669
1151853;705858;135;589479
775418;573655;101;564959
743511;661924;85;633459
987262;641770;125;588443
825736;598254;1018;851534
1111979;882359;103;594495
846512;634245;146;814817
1044480;675312;84;791368
784855;564657;69;3125940
814556;575286;109;613142
777542;569464;114;836960
884941;636456;84;562511
785353;607795;105;862148
1024435;838492;79;581082
1144376;675855;83;1020888
804110;634347;141;885870
755379;581581;38;856623
795865;571702;91;601078
824393;616214;104;686185
920311;706043;128;759605
876566;630163;120;628308
935110;722770;109;1207365
829939;572832;111;987112
826942;601410;119;606304
817744;621280;76;755815
799836;622563;105;579235
778991;622716;128;641257
841096;1151027;149;618900
1048510;707018;195;1037930
932909;579371;103;627341
854110;661435;128;591578
838016;675730;109;601064
896470;594447;127;902777
1064743;813566;136;665724
1837638;612731;103;588836
874196;701570;126;609576
805796;713392;172;810489
899877;636843;72;874869
818966;626202;91;720218
1047017;648298;109;845800
821682;616948;96;1029798
784542;587137;103;592167
852872;708205;370;1060685
802201;639254;120;601602
789282;593113;64;804887
830578;566281;98;880721
846181;717443;90;582390
891992;638612;125;700563
792275;823417;190;974902
1221808;858464;143;835586
807069;588891;147;587612
767484;583469;80;765826
873667;596083;88;861407
837953;575475;83;591471
1112206;680834;225;982066
852635;617957;62;893404
1011298;773462;110;1061323
813988;648039;141;606495
784374;577458;89;561048
795717;678993;132;634476
788504;660914;100;700578
874102;1047191;151;1042090
1100735;677434;84;975920
1144788;828392;135;861930
854357;636101;118;889084
788650;600940;119;643354
801773;722774;117;557501
1141389;815356;140;768703
818486;611623;127;893416
890503;616273;153;682607
897025;722340;121;645981
753505;649287;75;591158
843151;648347;126;560190
783906;728360;127;866095
772564;641780;107;587626
798647;615251;113;703503
780778;631826;87;567889
897348;761338;91;950490
968268;631159;74;782052
902845;654365;78;831037
820248;856114;109;867591
893645;587821;80;798181
798786;577534;104;585136
950655;730249;105;768494
827562;602489;88;575970
941248;877859;90;932077
877784;744897;355;901750
836392;597894;90;895030
1004629;570923;86;857904
1014570;768467;92;757372
953389;636925;127;624737
786503;611913;118;586159
951773;594261;94;577549
881454;643555;88;661414
798757;663079;90;941184
1048244;872671;120;918592
906284;685886;121;930412
2156842;690429;84;697853
837899;641685;101;671592
797169;595569;310;588928
997264;576317;83;595522
863804;577672;97;641363
853233;590490;126;879051
844038;898555;194;1387687
839327;605804;149;718289
884469;741935;103;610416
883274;585059;111;624300
788511;664525;109;625066
777449;636474;96;564944
855651;640744;87;880164
858231;580595;125;691313
895482;650635;85;937646
857210;639528;157;628156
795570;571356;85;760647
3767991;543513;177;580103
781170;580832;99;598735
784949;710498;89;674557
1137301;836445;123;692390
903259;682141;85;565367
824663;628446;110;826513
801850;596079;95;567105
791400;610177;81;727027
836247;581944;91;610385
1031437;646745;130;608645
1083933;727615;148;581450
852486;744544;774;700352
804030;661224;115;1176977
1190582;650042;78;601096
837120;729811;107;572240
779644;675031;73;930867
838527;586385;39;598711
1145879;729998;120;665345
810975;600562;104;744958
892460;794088;114;642453
873313;591956;88;632359
830463;630239;80;870509
845375;620219;125;890566
774852;617455;131;677755
894196;932983;167;1301434
901920;674962;102;671365
822000;602302;355;615105
980694;700364;105;1118193
799951;636314;181;693163
865311;573211;80;756779
851449;584895;84;618232
895557;779925;80;887876
994143;1615805;664;1051256
