Size	Height Random	Height LogN
127400	39	16.95900575
127500	40	16.96013772
127600	42	16.9612688
127700	40	16.962399
127800	40	16.96352831
127900	40	16.96465674
128000	41	16.96578428
128100	43	16.96691095
128200	40	16.96803674
128300	44	16.96916164
128400	45	16.97028568
128500	41	16.97140883
128600	46	16.97253112
128700	45	16.97365253
128800	44	16.97477307
128900	38	16.97589274
129000	46	16.97701154
129100	41	16.97812948
129200	41	16.97924654
129300	41	16.98036275
129400	40	16.98147809
129500	45	16.98259257
129600	41	16.98370619
129700	39	16.98481895
129800	46	16.98593086
129900	43	16.98704191
130000	38	16.9881521
130100	40	16.98926144
130200	43	16.99036992
130300	38	16.99147756
130400	42	16.99258434
130500	40	16.99369028
130600	41	16.99479537
130700	40	16.99589962
130800	41	16.99700302
130900	39	16.99810557
131000	45	16.99920729
131100	40	17.00030816
131200	40	17.00140819
131300	44	17.00250739
131400	42	17.00360575
131500	42	17.00470327
131600	41	17.00579996
131700	36	17.00689582
131800	40	17.00799084
131900	41	17.00908504
132000	38	17.0101784
132100	41	17.01127094
132200	39	17.01236265
132300	42	17.01345354
132400	43	17.0145436
132500	41	17.01563283
132600	41	17.01672125
132700	42	17.01780885
132800	39	17.01889562
132900	40	17.01998158
133000	39	17.02106672
133100	43	17.02215105
133200	44	17.02323456
133300	40	17.02431725
133400	41	17.02539914
133500	40	17.02648022
133600	45	17.02756048
133700	46	17.02863994
133800	39	17.02971859
133900	40	17.03079644
134000	41	17.03187348
134100	45	17.03294971
134200	41	17.03402515
134300	41	17.03509978
134400	40	17.03617361
134500	44	17.03724665
134600	42	17.03831888
134700	42	17.03939033
134800	43	17.04046097
134900	44	17.04153082
135000	40	17.04259988
135100	39	17.04366815
135200	40	17.04473563
135300	42	17.04580231
135400	40	17.04686821
135500	43	17.04793333
135600	39	17.04899765
135700	41	17.0500612
135800	43	17.05112395
135900	43	17.05218593
136000	42	17.05324713
136100	39	17.05430754
136200	42	17.05536718
136300	42	17.05642604
136400	40	17.05748412
136500	46	17.05854143
136600	39	17.05959796
136700	40	17.06065372
136800	38	17.0617087
136900	41	17.06276292
137000	41	17.06381637
137100	43	17.06486905
137200	42	17.06592096
137300	45	17.0669721
137400	41	17.06802248
137500	46	17.06907209
137600	42	17.07012094
137700	43	17.07116903
137800	43	17.07221636
137900	44	17.07326293
138000	42	17.07430874
138100	45	17.07535379
138200	42	17.07639809
138300	39	17.07744163
138400	46	17.07848442
138500	39	17.07952645
138600	43	17.08056773
138700	44	17.08160826
138800	45	17.08264804
138900	39	17.08368707
139000	42	17.08472536
139100	42	17.08576289
139200	43	17.08679969
139300	41	17.08783573
139400	42	17.08887104
139500	40	17.0899056
139600	41	17.09093942
139700	47	17.0919725
139800	44	17.09300484
139900	44	17.09403644
140000	41	17.0950673
140100	40	17.09609743
140200	42	17.09712682
140300	37	17.09815548
140400	48	17.09918341
140500	43	17.1002106
140600	43	17.10123707
140700	44	17.1022628
140800	42	17.10328781
140900	46	17.10431209
141000	44	17.10533564
141100	40	17.10635846
141200	43	17.10738056
141300	41	17.10840194
141400	45	17.10942259
141500	50	17.11044253
141600	41	17.11146174
141700	40	17.11248023
141800	42	17.11349801
141900	40	17.11451506
142000	41	17.1155314
142100	39	17.11654703
142200	43	17.11756194
142300	44	17.11857614
142400	42	17.11958962
142500	43	17.12060239
142600	42	17.12161446
142700	42	17.12262581
142800	43	17.12363645
142900	44	17.12464639
143000	44	17.12565562
143100	43	17.12666415
143200	43	17.12767197
143300	42	17.12867908
143400	39	17.1296855
143500	49	17.13069121
143600	42	17.13169622
143700	47	17.13270054
143800	42	17.13370415
143900	42	17.13470707
144000	41	17.13570929
144100	40	17.13671081
144200	39	17.13771164
144300	50	17.13871177
144400	40	17.13971122
144500	42	17.14070997
144600	45	17.14170803
144700	43	17.1427054
144800	41	17.14370208
144900	39	17.14469807
145000	44	17.14569337
145100	40	17.14668799
145200	43	17.14768193
145300	41	17.14867518
145400	42	17.14966774
145500	41	17.15065963
145600	43	17.15165083
145700	46	17.15264135
145800	40	17.15363119
145900	40	17.15462036
146000	40	17.15560884
146100	43	17.15659665
146200	42	17.15758379
146300	43	17.15857024
146400	44	17.15955603
146500	40	17.16054114
146600	42	17.16152558
146700	39	17.16250935
146800	44	17.16349244
146900	45	17.16447487
147000	39	17.16545663
147100	42	17.16643772
147200	45	17.16741815
147300	41	17.1683979
147400	40	17.169377
147500	42	17.17035543
147600	42	17.1713332
147700	43	17.1723103
147800	41	17.17328674
147900	44	17.17426253
148000	42	17.17523765
148100	41	17.17621212
148200	43	17.17718592
148300	38	17.17815907
148400	43	17.17913157
148500	40	17.18010341
148600	42	17.18107459
148700	42	17.18204512
148800	42	17.183015
148900	45	17.18398423
149000	38	17.18495281
149100	44	17.18592073
149200	40	17.18688801
149300	46	17.18785464
149400	44	17.18882062
149500	39	17.18978596
149600	42	17.19075065
149700	40	17.1917147
149800	42	17.1926781
149900	41	17.19364086
150000	46	17.19460298
150100	41	17.19556445
150200	42	17.19652529
150300	39	17.19748548
150400	42	17.19844504
150500	42	17.19940396
150600	41	17.20036224
150700	39	17.20131989
150800	40	17.2022769
150900	40	17.20323328
151000	44	17.20418902
151100	39	17.20514413
151200	43	17.20609861
151300	40	17.20705246
151400	41	17.20800568
151500	45	17.20895827
151600	40	17.20991023
151700	44	17.21086156
151800	42	17.21181227
151900	39	17.21276234
152000	41	17.2137118
152100	41	17.21466063
152200	42	17.21560883
152300	42	17.21655642
152400	40	17.21750338
152500	43	17.21844972
152600	41	17.21939544
152700	41	17.22034054
152800	41	17.22128502
152900	43	17.22222888
153000	43	17.22317213
153100	42	17.22411476
153200	43	17.22505677
153300	45	17.22599817
153400	43	17.22693896
153500	43	17.22787913
153600	44	17.22881869
153700	41	17.22975764
153800	47	17.23069598
153900	43	17.23163371
154000	43	17.23257083
154100	39	17.23350734
154200	44	17.23444324
154300	42	17.23537854
154400	44	17.23631323
154500	43	17.23724731
154600	44	17.23818079
154700	43	17.23911367
154800	42	17.24004595
154900	39	17.24097762
155000	41	17.24190869
155100	42	17.24283916
155200	43	17.24376903
155300	41	17.2446983
155400	45	17.24562698
155500	44	17.24655505
155600	40	17.24748253
155700	44	17.24840942
155800	41	17.24933571
155900	44	17.2502614
156000	41	17.2511865
156100	43	17.25211101
156200	40	17.25303493
156300	41	17.25395825
156400	42	17.25488099
156500	47	17.25580313
156600	43	17.25672469
156700	43	17.25764565
156800	44	17.25856603
156900	41	17.25948583
157000	43	17.26040503
157100	39	17.26132366
157200	41	17.26224169
157300	42	17.26315915
157400	39	17.26407602
157500	41	17.2649923
157600	43	17.26590801
157700	43	17.26682313
157800	42	17.26773768
157900	42	17.26865165
158000	45	17.26956503
158100	40	17.27047784
158200	41	17.27139007
158300	44	17.27230173
158400	42	17.27321281
158500	44	17.27412331
158600	41	17.27503325
158700	45	17.2759426
158800	47	17.27685139
158900	40	17.2777596
159000	45	17.27866724
159100	41	17.27957431
159200	47	17.28048081
159300	41	17.28138674
159400	43	17.2822921
159500	42	17.2831969
159600	45	17.28410113
159700	39	17.28500479
159800	46	17.28590788
159900	45	17.28681041
160000	43	17.28771238
160100	45	17.28861378
160200	42	17.28951462
160300	45	17.2904149
160400	41	17.29131462
160500	41	17.29221377
160600	42	17.29311237
160700	42	17.2940104
160800	41	17.29490788
160900	42	17.2958048
161000	43	17.29670116
161100	41	17.29759697
161200	48	17.29849222
161300	42	17.29938691
161400	42	17.30028105
161500	39	17.30117464
161600	41	17.30206767
161700	43	17.30296015
161800	42	17.30385208
161900	40	17.30474346
162000	40	17.30563429
162100	41	17.30652457
162200	42	17.30741429
162300	45	17.30830347
162400	41	17.30919211
162500	45	17.31008019
162600	48	17.31096773
162700	47	17.31185473
162800	48	17.31274117
162900	48	17.31362708
163000	44	17.31451244
163100	43	17.31539726
163200	42	17.31628153
163300	42	17.31716527
163400	44	17.31804846
163500	46	17.31893111
163600	40	17.31981322
163700	44	17.3206948
163800	45	17.32157583
163900	41	17.32245633
164000	42	17.32333629
164100	42	17.32421571
164200	44	17.3250946
164300	43	17.32597295
164400	43	17.32685077
164500	40	17.32772806
164600	41	17.32860481
164700	44	17.32948103
164800	41	17.33035672
164900	42	17.33123187
165000	42	17.3321065
165100	41	17.33298059
165200	43	17.33385416
165300	39	17.3347272
165400	41	17.33559971
165500	40	17.33647169
165600	40	17.33734315
165700	42	17.33821408
165800	43	17.33908448
165900	50	17.33995436
166000	39	17.34082372
166100	41	17.34169255
166200	42	17.34256086
166300	46	17.34342864
166400	43	17.34429591
166500	44	17.34516265
166600	41	17.34602888
166700	44	17.34689458
166800	42	17.34775976
166900	43	17.34862443
167000	43	17.34948858
167100	42	17.35035221
167200	46	17.35121532
167300	43	17.35207792
167400	43	17.35294
167500	42	17.35380157
167600	40	17.35466262
167700	43	17.35552316
167800	46	17.35638319
167900	41	17.3572427
168000	42	17.35810171
168100	43	17.3589602
168200	40	17.35981818
168300	43	17.36067565
168400	49	17.36153261
168500	45	17.36238907
168600	47	17.36324501
168700	41	17.36410045
168800	42	17.36495538
168900	42	17.3658098
169000	43	17.36666372
169100	41	17.36751713
169200	50	17.36837004
169300	45	17.36922245
169400	45	17.37007435
169500	39	17.37092575
169600	44	17.37177664
169700	40	17.37262704
169800	41	17.37347693
169900	41	17.37432633
170000	39	17.37517522
170100	41	17.37602362
170200	43	17.37687151
170300	42	17.37771891
170400	43	17.37856581
170500	41	17.37941221
170600	41	17.38025812
170700	43	17.38110353
170800	44	17.38194845
170900	40	17.38279287
171000	42	17.3836368
171100	41	17.38448023
171200	44	17.38532318
171300	47	17.38616563
171400	43	17.38700758
171500	39	17.38784905
171600	44	17.38869003
171700	43	17.38953051
171800	41	17.39037051
171900	42	17.39121002
172000	44	17.39204904
172100	41	17.39288757
172200	42	17.39372562
172300	42	17.39456318
172400	43	17.39540025
172500	42	17.39623684
172600	42	17.39707294
172700	44	17.39790856
172800	44	17.39874369
172900	47	17.39957834
173000	40	17.40041251
173100	44	17.4012462
173200	40	17.4020794
173300	40	17.40291213
173400	45	17.40374437
173500	45	17.40457614
173600	43	17.40540742
173700	42	17.40623823
173800	44	17.40706856
173900	41	17.40789841
174000	41	17.40872778
174100	40	17.40955668
174200	46	17.4103851
174300	41	17.41121304
174400	42	17.41204051
174500	44	17.41286751
174600	41	17.41369403
174700	42	17.41452008
174800	44	17.41534566
174900	42	17.41617076
175000	43	17.4169954
175100	47	17.41781956
175200	42	17.41864325
175300	43	17.41946647
175400	40	17.42028922
175500	42	17.4211115
175600	45	17.42193332
175700	41	17.42275467
175800	41	17.42357554
175900	43	17.42439596
176000	45	17.4252159
176100	43	17.42603538
176200	40	17.4268544
176300	46	17.42767295
176400	44	17.42849104
176500	41	17.42930866
176600	42	17.43012582
176700	46	17.43094251
176800	42	17.43175875
176900	44	17.43257452
177000	45	17.43338983
177100	50	17.43420469
177200	44	17.43501908
177300	41	17.43583301
177400	44	17.43664648
177500	45	17.4374595
177600	44	17.43827206
177700	40	17.43908416
177800	44	17.4398958
177900	39	17.44070699
178000	42	17.44151772
178100	42	17.44232799
178200	41	17.44313781
178300	42	17.44394718
178400	49	17.44475609
178500	43	17.44556455
178600	40	17.44637255
178700	44	17.44718011
178800	42	17.44798721
178900	43	17.44879386
179000	41	17.44960006
179100	45	17.45040581
179200	42	17.45121111
179300	44	17.45201596
179400	41	17.45282036
179500	42	17.45362432
179600	42	17.45442782
179700	43	17.45523088
179800	41	17.4560335
179900	44	17.45683566
180000	43	17.45763738
180100	39	17.45843866
180200	42	17.45923949
180300	43	17.46003987
180400	43	17.46083981
180500	44	17.46163931
180600	44	17.46243837
180700	48	17.46323698
180800	44	17.46403515
180900	41	17.46483288
181000	42	17.46563017
181100	45	17.46642702
181200	44	17.46722343
181300	45	17.4680194
181400	42	17.46881493
181500	46	17.46961002
181600	43	17.47040468
181700	43	17.47119889
181800	42	17.47199267
181900	45	17.47278602
182000	44	17.47357892
182100	45	17.4743714
182200	43	17.47516343
182300	43	17.47595504
182400	41	17.4767462
182500	42	17.47753694
182600	45	17.47832724
182700	46	17.47911711
182800	43	17.47990654
182900	41	17.48069555
183000	40	17.48148412
183100	43	17.48227227
183200	43	17.48305998
183300	40	17.48384726
183400	45	17.48463411
183500	43	17.48542054
183600	39	17.48620653
183700	42	17.4869921
183800	45	17.48777724
183900	44	17.48856195
184000	45	17.48934624
184100	47	17.4901301
184200	44	17.49091354
184300	48	17.49169655
184400	40	17.49247913
184500	46	17.49326129
184600	40	17.49404303
184700	44	17.49482434
184800	42	17.49560523
184900	40	17.4963857
185000	42	17.49716575
185100	42	17.49794537
185200	41	17.49872457
185300	41	17.49950336
185400	41	17.50028172
185500	43	17.50105966
185600	43	17.50183718
185700	43	17.50261429
185800	45	17.50339098
185900	48	17.50416724
186000	43	17.5049431
186100	42	17.50571853
186200	45	17.50649355
186300	41	17.50726815
186400	42	17.50804233
186500	42	17.5088161
186600	41	17.50958946
186700	45	17.5103624
186800	40	17.51113493
186900	40	17.51190704
187000	43	17.51267874
187100	42	17.51345003
187200	41	17.51422091
187300	48	17.51499137
187400	43	17.51576143
187500	45	17.51653107
187600	45	17.5173003
187700	40	17.51806912
187800	44	17.51883754
187900	41	17.51960554
188000	41	17.52037314
188100	42	17.52114032
188200	46	17.5219071
188300	48	17.52267347
188400	46	17.52343944
188500	46	17.524205
188600	41	17.52497015
188700	49	17.5257349
188800	44	17.52649924
188900	41	17.52726318
189000	44	17.52802671
189100	42	17.52878984
189200	39	17.52955256
189300	42	17.53031489
189400	41	17.53107681
189500	41	17.53183832
189600	43	17.53259944
189700	46	17.53336015
189800	45	17.53412047
189900	46	17.53488038
190000	47	17.53563989
190100	41	17.53639901
190200	42	17.53715772
190300	42	17.53791604
190400	44	17.53867395
190500	41	17.53943147
190600	42	17.54018859
190700	42	17.54094532
190800	41	17.54170165
190900	40	17.54245758
191000	44	17.54321311
191100	44	17.54396825
191200	44	17.544723
191300	41	17.54547735
191400	41	17.5462313
191500	40	17.54698487
191600	51	17.54773804
191700	45	17.54849081
191800	42	17.54924319
191900	41	17.54999519
192000	48	17.55074679
192100	44	17.55149799
192200	40	17.55224881
192300	41	17.55299924
192400	43	17.55374927
192500	48	17.55449892
192600	41	17.55524818
192700	39	17.55599705
192800	44	17.55674553
192900	43	17.55749362
193000	42	17.55824132
193100	42	17.55898864
193200	46	17.55973557
193300	40	17.56048211
193400	45	17.56122827
193500	42	17.56197404
193600	44	17.56271943
193700	49	17.56346443
193800	40	17.56420905
193900	39	17.56495328
194000	40	17.56569713
194100	47	17.56644059
194200	45	17.56718368
194300	44	17.56792638
194400	42	17.56866869
194500	48	17.56941063
194600	48	17.57015218
194700	42	17.57089336
194800	39	17.57163415
194900	41	17.57237457
195000	44	17.5731146
195100	39	17.57385425
195200	45	17.57459353
195300	42	17.57533242
195400	42	17.57607094
195500	43	17.57680908
195600	44	17.57754684
195700	42	17.57828423
195800	50	17.57902124
195900	41	17.57975787
196000	45	17.58049413
196100	42	17.58123001
196200	42	17.58196552
196300	45	17.58270065
196400	45	17.5834354
196500	44	17.58416979
196600	43	17.5849038
196700	44	17.58563743
196800	42	17.5863707
196900	41	17.58710359
197000	44	17.5878361
197100	43	17.58856825
197200	45	17.58930003
197300	44	17.59003143
197400	45	17.59076246
197500	45	17.59149313
197600	42	17.59222342
197700	46	17.59295335
197800	46	17.5936829
197900	43	17.59441209
198000	42	17.5951409
198100	44	17.59586935
198200	45	17.59659744
198300	44	17.59732515
198400	44	17.5980525
198500	41	17.59877948
198600	41	17.5995061
198700	43	17.60023235
198800	43	17.60095823
198900	44	17.60168375
199000	42	17.60240891
199100	44	17.6031337
199200	41	17.60385812
199300	45	17.60458218
199400	44	17.60530588
199500	44	17.60602922
199600	42	17.6067522
199700	43	17.60747481
199800	42	17.60819706
199900	46	17.60891895
200000	45	17.60964047
200100	42	17.61036164
200200	48	17.61108245
200300	45	17.6118029
200400	44	17.61252298
200500	48	17.61324271
200600	47	17.61396208
200700	45	17.61468109
200800	45	17.61539974
200900	43	17.61611804
201000	46	17.61683598
201100	43	17.61755356
201200	42	17.61827078
201300	43	17.61898765
201400	43	17.61970416
201500	41	17.62042031
201600	41	17.62113611
201700	43	17.62185156
201800	42	17.62256665
201900	42	17.62328139
202000	43	17.62399577
202100	41	17.6247098
202200	42	17.62542347
202300	41	17.62613679
202400	50	17.62684976
202500	42	17.62756238
202600	42	17.62827465
202700	44	17.62898656
202800	43	17.62969813
202900	40	17.63040934
203000	42	17.6311202
203100	43	17.63183071
203200	43	17.63254088
203300	43	17.63325069
203400	43	17.63396015
203500	45	17.63466927
203600	42	17.63537804
203700	44	17.63608645
203800	47	17.63679453
203900	44	17.63750225
204000	46	17.63820963
204100	45	17.63891666
204200	42	17.63962334
204300	42	17.64032968
204400	42	17.64103567
204500	43	17.64174132
204600	45	17.64244662
204700	45	17.64315158
204800	41	17.64385619
204900	41	17.64456046
205000	39	17.64526438
205100	48	17.64596797
205200	45	17.64667121
205300	44	17.6473741
205400	44	17.64807666
205500	46	17.64877887
205600	42	17.64948074
205700	41	17.65018227
205800	44	17.65088346
205900	41	17.6515843
206000	44	17.65228481
206100	46	17.65298498
206200	41	17.65368481
206300	42	17.6543843
206400	42	17.65508345
206500	43	17.65578226
206600	43	17.65648073
206700	39	17.65717886
206800	40	17.65787666
206900	45	17.65857412
207000	45	17.65927124
207100	48	17.65996803
207200	44	17.66066448
207300	45	17.66136059
207400	43	17.66205637
207500	47	17.66275181
207600	43	17.66344692
207700	43	17.66414169
207800	43	17.66483613
207900	44	17.66553023
208000	41	17.666224
208100	47	17.66691744
208200	43	17.66761054
208300	41	17.66830331
208400	43	17.66899575
208500	42	17.66968786
208600	44	17.67037963
208700	43	17.67107107
208800	40	17.67176219
208900	42	17.67245297
209000	42	17.67314342
209100	41	17.67383354
209200	45	17.67452333
209300	47	17.67521279
209400	45	17.67590192
209500	41	17.67659072
209600	45	17.67727919
209700	43	17.67796734
209800	45	17.67865515
209900	43	17.67934264
210000	40	17.6800298
210100	47	17.68071664
210200	43	17.68140314
210300	43	17.68208932
210400	40	17.68277518
210500	46	17.68346071
210600	45	17.68414591
210700	46	17.68483079
210800	42	17.68551534
210900	49	17.68619957
211000	42	17.68688347
211100	46	17.68756705
211200	55	17.68825031
211300	47	17.68893324
211400	41	17.68961585
211500	46	17.69029814
211600	43	17.6909801
211700	44	17.69166174
211800	45	17.69234306
211900	41	17.69302406
212000	43	17.69370474
212100	40	17.6943851
212200	43	17.69506513
212300	41	17.69574485
212400	46	17.69642424
212500	45	17.69710332
212600	43	17.69778207
212700	42	17.69846051
212800	43	17.69913863
212900	44	17.69981642
213000	48	17.7004939
213100	40	17.70117107
213200	42	17.70184791
213300	45	17.70252444
213400	42	17.70320065
213500	44	17.70387654
213600	46	17.70455212
213700	43	17.70522738
213800	48	17.70590233
213900	44	17.70657696
214000	42	17.70725127
214100	45	17.70792527
214200	46	17.70859895
214300	43	17.70927232
214400	44	17.70994538
214500	44	17.71061812
214600	45	17.71129055
214700	43	17.71196267
214800	47	17.71263447
214900	42	17.71330596
215000	44	17.71397713
215100	41	17.714648
215200	41	17.71531855
215300	45	17.71598879
215400	46	17.71665872
215500	46	17.71732834
215600	41	17.71799765
215700	44	17.71866665
215800	43	17.71933534
215900	44	17.72000372
216000	42	17.72067179
216100	44	17.72133955
216200	45	17.722007
216300	45	17.72267414
216400	43	17.72334097
216500	48	17.7240075
216600	43	17.72467372
216700	44	17.72533963
216800	44	17.72600523
216900	42	17.72667053
217000	43	17.72733552
217100	40	17.7280002
217200	43	17.72866458
217300	42	17.72932865
217400	42	17.72999241
217500	42	17.73065588
217600	44	17.73131903
217700	45	17.73198188
217800	42	17.73264443
217900	44	17.73330667
218000	45	17.73396861
218100	43	17.73463024
218200	46	17.73529158
218300	44	17.7359526
218400	43	17.73661333
218500	44	17.73727375
218600	47	17.73793388
218700	43	17.73859369
218800	41	17.73925321
218900	45	17.73991243
219000	45	17.74057134
219100	44	17.74122996
219200	43	17.74188827
219300	42	17.74254629
219400	41	17.743204
219500	42	17.74386141
219600	43	17.74451853
219700	43	17.74517534
219800	41	17.74583186
219900	43	17.74648808
220000	49	17.747144
220100	43	17.74779962
220200	42	17.74845494
220300	43	17.74910997
220400	41	17.7497647
220500	41	17.75041913
220600	43	17.75107327
220700	43	17.7517271
220800	42	17.75238065
220900	42	17.75303389
221000	44	17.75368684
221100	47	17.7543395
221200	47	17.75499186
221300	42	17.75564393
221400	45	17.7562957
221500	45	17.75694717
221600	43	17.75759836
221700	45	17.75824924
221800	43	17.75889984
221900	42	17.75955014
222000	43	17.76020015
222100	42	17.76084987
222200	42	17.76149929
222300	44	17.76214842
222400	46	17.76279726
222500	44	17.76344581
222600	48	17.76409407
222700	45	17.76474203
222800	44	17.76538971
222900	43	17.76603709
223000	43	17.76668418
223100	47	17.76733099
223200	44	17.7679775
223300	43	17.76862373
223400	43	17.76926966
223500	41	17.76991531
223600	43	17.77056066
223700	42	17.77120573
223800	41	17.77185051
223900	45	17.772495
224000	46	17.77313921
224100	43	17.77378312
224200	44	17.77442675
224300	45	17.77507009
224400	45	17.77571315
224500	44	17.77635592
224600	43	17.7769984
224700	44	17.7776406
224800	43	17.77828251
224900	45	17.77892414
225000	42	17.77956548
225100	41	17.78020653
225200	42	17.7808473
225300	45	17.78148779
225400	45	17.78212799
225500	44	17.78276791
225600	41	17.78340754
225700	43	17.78404689
225800	40	17.78468596
225900	47	17.78532475
226000	45	17.78596325
226100	46	17.78660147
226200	42	17.7872394
226300	43	17.78787706
226400	49	17.78851443
226500	42	17.78915152
226600	44	17.78978834
226700	44	17.79042487
226800	43	17.79106111
226900	42	17.79169708
227000	44	17.79233277
227100	44	17.79296818
227200	42	17.79360331
227300	43	17.79423816
227400	42	17.79487273
227500	42	17.79550702
227600	47	17.79614103
227700	45	17.79677477
227800	43	17.79740822
227900	42	17.7980414
228000	46	17.7986743
228100	48	17.79930692
228200	46	17.79993927
228300	43	17.80057133
228400	43	17.80120313
228500	41	17.80183464
228600	44	17.80246588
228700	43	17.80309684
228800	42	17.80372753
228900	45	17.80435794
229000	40	17.80498807
229100	44	17.80561793
229200	43	17.80624752
229300	41	17.80687683
229400	46	17.80750587
229500	39	17.80813463
229600	45	17.80876312
229700	44	17.80939133
229800	42	17.81001927
229900	47	17.81064694
230000	46	17.81127434
230100	43	17.81190146
230200	42	17.81252831
230300	44	17.81315489
230400	46	17.81378119
230500	44	17.81440723
230600	42	17.81503299
230700	41	17.81565848
230800	44	17.8162837
230900	45	17.81690865
231000	43	17.81753333
231100	42	17.81815773
231200	44	17.81878187
231300	46	17.81940574
231400	44	17.82002934
231500	42	17.82065267
231600	42	17.82127573
231700	45	17.82189852
231800	52	17.82252104
231900	41	17.82314329
232000	41	17.82376528
232100	42	17.824387
232200	42	17.82500845
232300	42	17.82562963
232400	49	17.82625054
232500	43	17.82687119
232600	42	17.82749157
232700	44	17.82811169
232800	45	17.82873153
232900	44	17.82935111
233000	47	17.82997043
233100	44	17.83058948
233200	44	17.83120826
233300	41	17.83182678
233400	45	17.83244504
233500	42	17.83306302
233600	44	17.83368075
233700	42	17.83429821
233800	44	17.8349154
233900	44	17.83553234
234000	44	17.836149
234100	44	17.83676541
234200	40	17.83738155
234300	42	17.83799743
234400	47	17.83861304
234500	48	17.8392284
234600	45	17.83984349
234700	43	17.84045832
234800	43	17.84107288
234900	46	17.84168719
235000	45	17.84230123
235100	42	17.84291501
235200	45	17.84352853
235300	43	17.84414179
235400	43	17.84475479
235500	43	17.84536753
235600	45	17.84598001
235700	46	17.84659223
235800	42	17.84720419
235900	42	17.84781589
236000	41	17.84842733
236100	44	17.84903852
236200	46	17.84964944
236300	44	17.8502601
236400	46	17.85087051
236500	41	17.85148066
236600	42	17.85209055
236700	48	17.85270018
236800	42	17.85330956
236900	47	17.85391867
237000	44	17.85452753
237100	53	17.85513614
237200	45	17.85574448
237300	43	17.85635257
237400	44	17.85696041
237500	46	17.85756799
237600	46	17.85817531
237700	42	17.85878238
237800	41	17.85938919
237900	46	17.85999575
238000	42	17.86060205
238100	44	17.8612081
238200	47	17.86181389
238300	46	17.86241943
238400	45	17.86302471
238500	45	17.86362974
238600	43	17.86423452
238700	41	17.86483904
238800	40	17.86544331
238900	44	17.86604733
239000	41	17.86665109
239100	48	17.8672546
239200	43	17.86785786
239300	43	17.86846087
239400	47	17.86906363
239500	40	17.86966613
239600	49	17.87026838
239700	46	17.87087038
239800	44	17.87147213
239900	46	17.87207363
240000	44	17.87267488
240100	49	17.87327588
240200	47	17.87387663
240300	45	17.87447712
240400	43	17.87507737
240500	44	17.87567737
240600	44	17.87627712
240700	43	17.87687662
240800	44	17.87747587
240900	41	17.87807487
241000	47	17.87867362
241100	44	17.87927213
241200	43	17.87987038
241300	40	17.88046839
241400	45	17.88106615
241500	42	17.88166366
241600	45	17.88226093
241700	43	17.88285795
241800	46	17.88345472
241900	49	17.88405124
242000	43	17.88464752
242100	47	17.88524355
242200	46	17.88583934
242300	40	17.88643488
242400	42	17.88703017
242500	44	17.88762522
242600	44	17.88822002
242700	42	17.88881458
242800	44	17.8894089
242900	47	17.89000296
243000	44	17.89059679
243100	47	17.89119037
243200	48	17.8917837
243300	42	17.89237679
243400	49	17.89296964
243500	43	17.89356225
243600	43	17.89415461
243700	50	17.89474673
243800	41	17.8953386
243900	42	17.89593023
244000	40	17.89652162
244100	46	17.89711277
244200	44	17.89770367
244300	46	17.89829434
244400	45	17.89888476
244500	50	17.89947494
244600	43	17.90006488
244700	44	17.90065458
244800	43	17.90124403
244900	43	17.90183325
245000	45	17.90242222
245100	47	17.90301096
245200	45	17.90359945
245300	41	17.90418771
245400	43	17.90477572
245500	45	17.9053635
245600	42	17.90595104
245700	44	17.90653833
245800	42	17.90712539
245900	44	17.90771221
246000	44	17.90829879
246100	43	17.90888513
246200	43	17.90947124
246300	45	17.9100571
246400	43	17.91064273
246500	42	17.91122812
246600	42	17.91181327
246700	46	17.91239819
246800	43	17.91298287
246900	45	17.91356731
247000	47	17.91415152
247100	44	17.91473549
247200	47	17.91531922
247300	44	17.91590271
247400	46	17.91648597
247500	47	17.917069
247600	47	17.91765179
247700	46	17.91823434
247800	43	17.91881666
247900	41	17.91939875
248000	43	17.9199806
248100	44	17.92056221
248200	48	17.92114359
248300	45	17.92172474
248400	42	17.92230565
248500	43	17.92288633
248600	42	17.92346677
248700	44	17.92404698
248800	42	17.92462696
248900	42	17.9252067
249000	46	17.92578622
249100	45	17.9263655
249200	45	17.92694454
249300	47	17.92752336
249400	45	17.92810194
249500	44	17.92868029
249600	44	17.92925841
249700	49	17.9298363
249800	49	17.93041395
249900	47	17.93099138
250000	43	17.93156857
250100	44	17.93214553
250200	44	17.93272226
250300	43	17.93329877
250400	45	17.93387504
250500	46	17.93445108
250600	43	17.93502689
250700	43	17.93560247
250800	46	17.93617782
250900	46	17.93675295
251000	44	17.93732784
251100	43	17.9379025
251200	45	17.93847694
251300	47	17.93905115
251400	44	17.93962512
251500	45	17.94019887
251600	53	17.9407724
251700	40	17.94134569
251800	51	17.94191876
251900	44	17.9424916
252000	45	17.94306421
252100	42	17.94363659
252200	46	17.94420875
252300	46	17.94478068
252400	43	17.94535238
252500	40	17.94592386
252600	47	17.94649511
252700	41	17.94706614
252800	44	17.94763694
252900	43	17.94820751
253000	44	17.94877786
253100	44	17.94934798
253200	47	17.94991788
253300	46	17.95048755
253400	42	17.951057
253500	45	17.95162622
253600	42	17.95219522
253700	46	17.95276399
253800	41	17.95333254
253900	43	17.95390087
254000	44	17.95446897
254100	43	17.95503685
254200	45	17.9556045
254300	43	17.95617194
254400	45	17.95673915
254500	50	17.95730613
